Hospital,Mortality,Safety,Readmission,Patient,Effective,Timeliness,Efficient
2556,2556,7361,12166,16971,21776,26581,31386
2557,2557,7362,12167,16972,21777,26582,31387
2558,2558,7363,12168,16973,21778,26583,31388
2559,2559,7364,12169,16974,21779,26584,31389
2560,2560,7365,12170,16975,21780,26585,31390
2561,2561,7366,12171,16976,21781,26586,31391
2562,2562,7367,12172,16977,21782,26587,31392
2563,2563,7368,12173,16978,21783,26588,31393
2564,2564,7369,12174,16979,21784,26589,31394
2565,2565,7370,12175,16980,21785,26590,31395
2566,2566,7371,12176,16981,21786,26591,31396
2567,2567,7372,12177,16982,21787,26592,31397
2568,2568,7373,12178,16983,21788,26593,31398
2569,2569,7374,12179,16984,21789,26594,31399
2570,2570,7375,12180,16985,21790,26595,31400
2571,2571,7376,12181,16986,21791,26596,31401
2572,2572,7377,12182,16987,21792,26597,31402
2573,2573,7378,12183,16988,21793,26598,31403
2574,2574,7379,12184,16989,21794,26599,31404
2575,2575,7380,12185,16990,21795,26600,31405
2576,2576,7381,12186,16991,21796,26601,31406
2577,2577,7382,12187,16992,21797,26602,31407
2578,2578,7383,12188,16993,21798,26603,31408
2579,2579,7384,12189,16994,21799,26604,31409
2580,2580,7385,12190,16995,21800,26605,31410
2581,2581,7386,12191,16996,21801,26606,31411
2582,2582,7387,12192,16997,21802,26607,31412
2583,2583,7388,12193,16998,21803,26608,31413
2584,2584,7389,12194,16999,21804,26609,31414
2585,2585,7390,12195,17000,21805,26610,31415
2586,2586,7391,12196,17001,21806,26611,31416
2587,2587,7392,12197,17002,21807,26612,31417
2588,2588,7393,12198,17003,21808,26613,31418
2589,2589,7394,12199,17004,21809,26614,31419
2590,2590,7395,12200,17005,21810,26615,31420
2591,2591,7396,12201,17006,21811,26616,31421
2592,2592,7397,12202,17007,21812,26617,31422
2593,2593,7398,12203,17008,21813,26618,31423
2594,2594,7399,12204,17009,21814,26619,31424
2595,2595,7400,12205,17010,21815,26620,31425
2596,2596,7401,12206,17011,21816,26621,31426
2597,2597,7402,12207,17012,21817,26622,31427
2598,2598,7403,12208,17013,21818,26623,31428
2599,2599,7404,12209,17014,21819,26624,31429
2600,2600,7405,12210,17015,21820,26625,31430
2601,2601,7406,12211,17016,21821,26626,31431
2602,2602,7407,12212,17017,21822,26627,31432
2603,2603,7408,12213,17018,21823,26628,31433
2604,2604,7409,12214,17019,21824,26629,31434
2605,2605,7410,12215,17020,21825,26630,31435
2606,2606,7411,12216,17021,21826,26631,31436
2607,2607,7412,12217,17022,21827,26632,31437
2608,2608,7413,12218,17023,21828,26633,31438
2609,2609,7414,12219,17024,21829,26634,31439
2610,2610,7415,12220,17025,21830,26635,31440
2611,2611,7416,12221,17026,21831,26636,31441
2612,2612,7417,12222,17027,21832,26637,31442
2613,2613,7418,12223,17028,21833,26638,31443
2614,2614,7419,12224,17029,21834,26639,31444
2615,2615,7420,12225,17030,21835,26640,31445
2616,2616,7421,12226,17031,21836,26641,31446
2617,2617,7422,12227,17032,21837,26642,31447
2618,2618,7423,12228,17033,21838,26643,31448
2619,2619,7424,12229,17034,21839,26644,31449
2620,2620,7425,12230,17035,21840,26645,31450
2621,2621,7426,12231,17036,21841,26646,31451
2622,2622,7427,12232,17037,21842,26647,31452
2623,2623,7428,12233,17038,21843,26648,31453
2624,2624,7429,12234,17039,21844,26649,31454
2625,2625,7430,12235,17040,21845,26650,31455
2626,2626,7431,12236,17041,21846,26651,31456
2627,2627,7432,12237,17042,21847,26652,31457
2628,2628,7433,12238,17043,21848,26653,31458
2629,2629,7434,12239,17044,21849,26654,31459
2630,2630,7435,12240,17045,21850,26655,31460
2631,2631,7436,12241,17046,21851,26656,31461
2632,2632,7437,12242,17047,21852,26657,31462
2633,2633,7438,12243,17048,21853,26658,31463
2634,2634,7439,12244,17049,21854,26659,31464
2635,2635,7440,12245,17050,21855,26660,31465
2636,2636,7441,12246,17051,21856,26661,31466
2637,2637,7442,12247,17052,21857,26662,31467
2638,2638,7443,12248,17053,21858,26663,31468
2639,2639,7444,12249,17054,21859,26664,31469
2640,2640,7445,12250,17055,21860,26665,31470
2641,2641,7446,12251,17056,21861,26666,31471
2642,2642,7447,12252,17057,21862,26667,31472
2643,2643,7448,12253,17058,21863,26668,31473
2644,2644,7449,12254,17059,21864,26669,31474
2645,2645,7450,12255,17060,21865,26670,31475
2646,2646,7451,12256,17061,21866,26671,31476
2647,2647,7452,12257,17062,21867,26672,31477
2648,2648,7453,12258,17063,21868,26673,31478
2649,2649,7454,12259,17064,21869,26674,31479
2650,2650,7455,12260,17065,21870,26675,31480
2651,2651,7456,12261,17066,21871,26676,31481
2652,2652,7457,12262,17067,21872,26677,31482
2653,2653,7458,12263,17068,21873,26678,31483
2654,2654,7459,12264,17069,21874,26679,31484
2655,2655,7460,12265,17070,21875,26680,31485
2656,2656,7461,12266,17071,21876,26681,31486
2657,2657,7462,12267,17072,21877,26682,31487
2658,2658,7463,12268,17073,21878,26683,31488
2659,2659,7464,12269,17074,21879,26684,31489
2660,2660,7465,12270,17075,21880,26685,31490
2661,2661,7466,12271,17076,21881,26686,31491
2662,2662,7467,12272,17077,21882,26687,31492
2663,2663,7468,12273,17078,21883,26688,31493
2664,2664,7469,12274,17079,21884,26689,31494
2665,2665,7470,12275,17080,21885,26690,31495
2666,2666,7471,12276,17081,21886,26691,31496
2667,2667,7472,12277,17082,21887,26692,31497
2668,2668,7473,12278,17083,21888,26693,31498
2669,2669,7474,12279,17084,21889,26694,31499
2670,2670,7475,12280,17085,21890,26695,31500
2671,2671,7476,12281,17086,21891,26696,31501
2672,2672,7477,12282,17087,21892,26697,31502
2673,2673,7478,12283,17088,21893,26698,31503
2674,2674,7479,12284,17089,21894,26699,31504
2675,2675,7480,12285,17090,21895,26700,31505
2676,2676,7481,12286,17091,21896,26701,31506
2677,2677,7482,12287,17092,21897,26702,31507
2678,2678,7483,12288,17093,21898,26703,31508
2679,2679,7484,12289,17094,21899,26704,31509
2680,2680,7485,12290,17095,21900,26705,31510
2681,2681,7486,12291,17096,21901,26706,31511
2682,2682,7487,12292,17097,21902,26707,31512
2683,2683,7488,12293,17098,21903,26708,31513
2684,2684,7489,12294,17099,21904,26709,31514
2685,2685,7490,12295,17100,21905,26710,31515
2686,2686,7491,12296,17101,21906,26711,31516
2687,2687,7492,12297,17102,21907,26712,31517
2688,2688,7493,12298,17103,21908,26713,31518
2689,2689,7494,12299,17104,21909,26714,31519
2690,2690,7495,12300,17105,21910,26715,31520
2691,2691,7496,12301,17106,21911,26716,31521
2692,2692,7497,12302,17107,21912,26717,31522
2693,2693,7498,12303,17108,21913,26718,31523
2694,2694,7499,12304,17109,21914,26719,31524
2695,2695,7500,12305,17110,21915,26720,31525
2696,2696,7501,12306,17111,21916,26721,31526
2697,2697,7502,12307,17112,21917,26722,31527
2698,2698,7503,12308,17113,21918,26723,31528
2699,2699,7504,12309,17114,21919,26724,31529
2700,2700,7505,12310,17115,21920,26725,31530
2701,2701,7506,12311,17116,21921,26726,31531
2702,2702,7507,12312,17117,21922,26727,31532
2703,2703,7508,12313,17118,21923,26728,31533
2704,2704,7509,12314,17119,21924,26729,31534
2705,2705,7510,12315,17120,21925,26730,31535
2706,2706,7511,12316,17121,21926,26731,31536
2707,2707,7512,12317,17122,21927,26732,31537
2708,2708,7513,12318,17123,21928,26733,31538
2709,2709,7514,12319,17124,21929,26734,31539
2710,2710,7515,12320,17125,21930,26735,31540
2711,2711,7516,12321,17126,21931,26736,31541
2712,2712,7517,12322,17127,21932,26737,31542
2713,2713,7518,12323,17128,21933,26738,31543
2714,2714,7519,12324,17129,21934,26739,31544
2715,2715,7520,12325,17130,21935,26740,31545
2716,2716,7521,12326,17131,21936,26741,31546
2717,2717,7522,12327,17132,21937,26742,31547
2718,2718,7523,12328,17133,21938,26743,31548
2719,2719,7524,12329,17134,21939,26744,31549
2720,2720,7525,12330,17135,21940,26745,31550
2721,2721,7526,12331,17136,21941,26746,31551
2722,2722,7527,12332,17137,21942,26747,31552
2723,2723,7528,12333,17138,21943,26748,31553
2724,2724,7529,12334,17139,21944,26749,31554
2725,2725,7530,12335,17140,21945,26750,31555
2726,2726,7531,12336,17141,21946,26751,31556
2727,2727,7532,12337,17142,21947,26752,31557
2728,2728,7533,12338,17143,21948,26753,31558
2729,2729,7534,12339,17144,21949,26754,31559
2730,2730,7535,12340,17145,21950,26755,31560
2731,2731,7536,12341,17146,21951,26756,31561
2732,2732,7537,12342,17147,21952,26757,31562
2733,2733,7538,12343,17148,21953,26758,31563
2734,2734,7539,12344,17149,21954,26759,31564
2735,2735,7540,12345,17150,21955,26760,31565
2736,2736,7541,12346,17151,21956,26761,31566
2737,2737,7542,12347,17152,21957,26762,31567
2738,2738,7543,12348,17153,21958,26763,31568
2739,2739,7544,12349,17154,21959,26764,31569
2740,2740,7545,12350,17155,21960,26765,31570
2741,2741,7546,12351,17156,21961,26766,31571
2742,2742,7547,12352,17157,21962,26767,31572
2743,2743,7548,12353,17158,21963,26768,31573
2744,2744,7549,12354,17159,21964,26769,31574
2745,2745,7550,12355,17160,21965,26770,31575
2746,2746,7551,12356,17161,21966,26771,31576
2747,2747,7552,12357,17162,21967,26772,31577
2748,2748,7553,12358,17163,21968,26773,31578
2749,2749,7554,12359,17164,21969,26774,31579
2750,2750,7555,12360,17165,21970,26775,31580
2751,2751,7556,12361,17166,21971,26776,31581
2752,2752,7557,12362,17167,21972,26777,31582
2753,2753,7558,12363,17168,21973,26778,31583
2754,2754,7559,12364,17169,21974,26779,31584
2755,2755,7560,12365,17170,21975,26780,31585
2756,2756,7561,12366,17171,21976,26781,31586
2757,2757,7562,12367,17172,21977,26782,31587
2758,2758,7563,12368,17173,21978,26783,31588
2759,2759,7564,12369,17174,21979,26784,31589
2760,2760,7565,12370,17175,21980,26785,31590
2761,2761,7566,12371,17176,21981,26786,31591
2762,2762,7567,12372,17177,21982,26787,31592
2763,2763,7568,12373,17178,21983,26788,31593
2764,2764,7569,12374,17179,21984,26789,31594
2765,2765,7570,12375,17180,21985,26790,31595
2766,2766,7571,12376,17181,21986,26791,31596
2767,2767,7572,12377,17182,21987,26792,31597
2768,2768,7573,12378,17183,21988,26793,31598
2769,2769,7574,12379,17184,21989,26794,31599
2770,2770,7575,12380,17185,21990,26795,31600
2771,2771,7576,12381,17186,21991,26796,31601
2772,2772,7577,12382,17187,21992,26797,31602
2773,2773,7578,12383,17188,21993,26798,31603
2774,2774,7579,12384,17189,21994,26799,31604
2775,2775,7580,12385,17190,21995,26800,31605
2776,2776,7581,12386,17191,21996,26801,31606
2777,2777,7582,12387,17192,21997,26802,31607
2778,2778,7583,12388,17193,21998,26803,31608
2779,2779,7584,12389,17194,21999,26804,31609
2780,2780,7585,12390,17195,22000,26805,31610
2781,2781,7586,12391,17196,22001,26806,31611
2782,2782,7587,12392,17197,22002,26807,31612
2783,2783,7588,12393,17198,22003,26808,31613
2784,2784,7589,12394,17199,22004,26809,31614
2785,2785,7590,12395,17200,22005,26810,31615
2786,2786,7591,12396,17201,22006,26811,31616
2787,2787,7592,12397,17202,22007,26812,31617
2788,2788,7593,12398,17203,22008,26813,31618
2789,2789,7594,12399,17204,22009,26814,31619
2790,2790,7595,12400,17205,22010,26815,31620
2791,2791,7596,12401,17206,22011,26816,31621
2792,2792,7597,12402,17207,22012,26817,31622
2793,2793,7598,12403,17208,22013,26818,31623
2794,2794,7599,12404,17209,22014,26819,31624
2795,2795,7600,12405,17210,22015,26820,31625
2796,2796,7601,12406,17211,22016,26821,31626
2797,2797,7602,12407,17212,22017,26822,31627
2798,2798,7603,12408,17213,22018,26823,31628
2799,2799,7604,12409,17214,22019,26824,31629
2800,2800,7605,12410,17215,22020,26825,31630
2801,2801,7606,12411,17216,22021,26826,31631
2802,2802,7607,12412,17217,22022,26827,31632
2803,2803,7608,12413,17218,22023,26828,31633
2804,2804,7609,12414,17219,22024,26829,31634
2805,2805,7610,12415,17220,22025,26830,31635
2806,2806,7611,12416,17221,22026,26831,31636
2807,2807,7612,12417,17222,22027,26832,31637
2808,2808,7613,12418,17223,22028,26833,31638
2809,2809,7614,12419,17224,22029,26834,31639
2810,2810,7615,12420,17225,22030,26835,31640
2811,2811,7616,12421,17226,22031,26836,31641
2812,2812,7617,12422,17227,22032,26837,31642
2813,2813,7618,12423,17228,22033,26838,31643
2814,2814,7619,12424,17229,22034,26839,31644
2815,2815,7620,12425,17230,22035,26840,31645
2816,2816,7621,12426,17231,22036,26841,31646
2817,2817,7622,12427,17232,22037,26842,31647
2818,2818,7623,12428,17233,22038,26843,31648
2819,2819,7624,12429,17234,22039,26844,31649
2820,2820,7625,12430,17235,22040,26845,31650
2821,2821,7626,12431,17236,22041,26846,31651
2822,2822,7627,12432,17237,22042,26847,31652
2823,2823,7628,12433,17238,22043,26848,31653
2824,2824,7629,12434,17239,22044,26849,31654
2825,2825,7630,12435,17240,22045,26850,31655
2826,2826,7631,12436,17241,22046,26851,31656
2827,2827,7632,12437,17242,22047,26852,31657
2828,2828,7633,12438,17243,22048,26853,31658
2829,2829,7634,12439,17244,22049,26854,31659
2830,2830,7635,12440,17245,22050,26855,31660
2831,2831,7636,12441,17246,22051,26856,31661
2832,2832,7637,12442,17247,22052,26857,31662
2833,2833,7638,12443,17248,22053,26858,31663
2834,2834,7639,12444,17249,22054,26859,31664
2835,2835,7640,12445,17250,22055,26860,31665
2836,2836,7641,12446,17251,22056,26861,31666
2837,2837,7642,12447,17252,22057,26862,31667
2838,2838,7643,12448,17253,22058,26863,31668
2839,2839,7644,12449,17254,22059,26864,31669
2840,2840,7645,12450,17255,22060,26865,31670
2841,2841,7646,12451,17256,22061,26866,31671
2842,2842,7647,12452,17257,22062,26867,31672
2843,2843,7648,12453,17258,22063,26868,31673
2844,2844,7649,12454,17259,22064,26869,31674
2845,2845,7650,12455,17260,22065,26870,31675
2846,2846,7651,12456,17261,22066,26871,31676
2847,2847,7652,12457,17262,22067,26872,31677
2848,2848,7653,12458,17263,22068,26873,31678
2849,2849,7654,12459,17264,22069,26874,31679
2850,2850,7655,12460,17265,22070,26875,31680
2851,2851,7656,12461,17266,22071,26876,31681
2852,2852,7657,12462,17267,22072,26877,31682
2853,2853,7658,12463,17268,22073,26878,31683
2854,2854,7659,12464,17269,22074,26879,31684
2855,2855,7660,12465,17270,22075,26880,31685
2856,2856,7661,12466,17271,22076,26881,31686
2857,2857,7662,12467,17272,22077,26882,31687
2858,2858,7663,12468,17273,22078,26883,31688
2859,2859,7664,12469,17274,22079,26884,31689
2860,2860,7665,12470,17275,22080,26885,31690
2861,2861,7666,12471,17276,22081,26886,31691
2862,2862,7667,12472,17277,22082,26887,31692
2863,2863,7668,12473,17278,22083,26888,31693
2864,2864,7669,12474,17279,22084,26889,31694
2865,2865,7670,12475,17280,22085,26890,31695
2866,2866,7671,12476,17281,22086,26891,31696
2867,2867,7672,12477,17282,22087,26892,31697
2868,2868,7673,12478,17283,22088,26893,31698
2869,2869,7674,12479,17284,22089,26894,31699
2870,2870,7675,12480,17285,22090,26895,31700
2871,2871,7676,12481,17286,22091,26896,31701
2872,2872,7677,12482,17287,22092,26897,31702
2873,2873,7678,12483,17288,22093,26898,31703
2874,2874,7679,12484,17289,22094,26899,31704
2875,2875,7680,12485,17290,22095,26900,31705
2876,2876,7681,12486,17291,22096,26901,31706
2877,2877,7682,12487,17292,22097,26902,31707
2878,2878,7683,12488,17293,22098,26903,31708
2879,2879,7684,12489,17294,22099,26904,31709
2880,2880,7685,12490,17295,22100,26905,31710
2881,2881,7686,12491,17296,22101,26906,31711
2882,2882,7687,12492,17297,22102,26907,31712
2883,2883,7688,12493,17298,22103,26908,31713
2884,2884,7689,12494,17299,22104,26909,31714
2885,2885,7690,12495,17300,22105,26910,31715
2886,2886,7691,12496,17301,22106,26911,31716
2887,2887,7692,12497,17302,22107,26912,31717
2888,2888,7693,12498,17303,22108,26913,31718
2889,2889,7694,12499,17304,22109,26914,31719
2890,2890,7695,12500,17305,22110,26915,31720
2891,2891,7696,12501,17306,22111,26916,31721
2892,2892,7697,12502,17307,22112,26917,31722
2893,2893,7698,12503,17308,22113,26918,31723
2894,2894,7699,12504,17309,22114,26919,31724
2895,2895,7700,12505,17310,22115,26920,31725
2896,2896,7701,12506,17311,22116,26921,31726
2897,2897,7702,12507,17312,22117,26922,31727
2898,2898,7703,12508,17313,22118,26923,31728
2899,2899,7704,12509,17314,22119,26924,31729
2900,2900,7705,12510,17315,22120,26925,31730
2901,2901,7706,12511,17316,22121,26926,31731
2902,2902,7707,12512,17317,22122,26927,31732
2903,2903,7708,12513,17318,22123,26928,31733
2904,2904,7709,12514,17319,22124,26929,31734
2905,2905,7710,12515,17320,22125,26930,31735
2906,2906,7711,12516,17321,22126,26931,31736
2907,2907,7712,12517,17322,22127,26932,31737
2908,2908,7713,12518,17323,22128,26933,31738
2909,2909,7714,12519,17324,22129,26934,31739
2910,2910,7715,12520,17325,22130,26935,31740
2911,2911,7716,12521,17326,22131,26936,31741
2912,2912,7717,12522,17327,22132,26937,31742
2913,2913,7718,12523,17328,22133,26938,31743
2914,2914,7719,12524,17329,22134,26939,31744
2915,2915,7720,12525,17330,22135,26940,31745
2916,2916,7721,12526,17331,22136,26941,31746
2917,2917,7722,12527,17332,22137,26942,31747
2918,2918,7723,12528,17333,22138,26943,31748
2919,2919,7724,12529,17334,22139,26944,31749
2920,2920,7725,12530,17335,22140,26945,31750
2921,2921,7726,12531,17336,22141,26946,31751
2922,2922,7727,12532,17337,22142,26947,31752
2923,2923,7728,12533,17338,22143,26948,31753
2924,2924,7729,12534,17339,22144,26949,31754
2925,2925,7730,12535,17340,22145,26950,31755
2926,2926,7731,12536,17341,22146,26951,31756
2927,2927,7732,12537,17342,22147,26952,31757
2928,2928,7733,12538,17343,22148,26953,31758
2929,2929,7734,12539,17344,22149,26954,31759
2930,2930,7735,12540,17345,22150,26955,31760
2931,2931,7736,12541,17346,22151,26956,31761
2932,2932,7737,12542,17347,22152,26957,31762
2933,2933,7738,12543,17348,22153,26958,31763
2934,2934,7739,12544,17349,22154,26959,31764
2935,2935,7740,12545,17350,22155,26960,31765
2936,2936,7741,12546,17351,22156,26961,31766
2937,2937,7742,12547,17352,22157,26962,31767
2938,2938,7743,12548,17353,22158,26963,31768
2939,2939,7744,12549,17354,22159,26964,31769
2940,2940,7745,12550,17355,22160,26965,31770
2941,2941,7746,12551,17356,22161,26966,31771
2942,2942,7747,12552,17357,22162,26967,31772
2943,2943,7748,12553,17358,22163,26968,31773
2944,2944,7749,12554,17359,22164,26969,31774
2945,2945,7750,12555,17360,22165,26970,31775
2946,2946,7751,12556,17361,22166,26971,31776
2947,2947,7752,12557,17362,22167,26972,31777
2948,2948,7753,12558,17363,22168,26973,31778
2949,2949,7754,12559,17364,22169,26974,31779
2950,2950,7755,12560,17365,22170,26975,31780
2951,2951,7756,12561,17366,22171,26976,31781
2952,2952,7757,12562,17367,22172,26977,31782
2953,2953,7758,12563,17368,22173,26978,31783
2954,2954,7759,12564,17369,22174,26979,31784
2955,2955,7760,12565,17370,22175,26980,31785
2956,2956,7761,12566,17371,22176,26981,31786
2957,2957,7762,12567,17372,22177,26982,31787
2958,2958,7763,12568,17373,22178,26983,31788
2959,2959,7764,12569,17374,22179,26984,31789
2960,2960,7765,12570,17375,22180,26985,31790
2961,2961,7766,12571,17376,22181,26986,31791
2962,2962,7767,12572,17377,22182,26987,31792
2963,2963,7768,12573,17378,22183,26988,31793
2964,2964,7769,12574,17379,22184,26989,31794
2965,2965,7770,12575,17380,22185,26990,31795
2966,2966,7771,12576,17381,22186,26991,31796
2967,2967,7772,12577,17382,22187,26992,31797
2968,2968,7773,12578,17383,22188,26993,31798
2969,2969,7774,12579,17384,22189,26994,31799
2970,2970,7775,12580,17385,22190,26995,31800
2971,2971,7776,12581,17386,22191,26996,31801
2972,2972,7777,12582,17387,22192,26997,31802
2973,2973,7778,12583,17388,22193,26998,31803
2974,2974,7779,12584,17389,22194,26999,31804
2975,2975,7780,12585,17390,22195,27000,31805
2976,2976,7781,12586,17391,22196,27001,31806
2977,2977,7782,12587,17392,22197,27002,31807
2978,2978,7783,12588,17393,22198,27003,31808
2979,2979,7784,12589,17394,22199,27004,31809
2980,2980,7785,12590,17395,22200,27005,31810
2981,2981,7786,12591,17396,22201,27006,31811
2982,2982,7787,12592,17397,22202,27007,31812
2983,2983,7788,12593,17398,22203,27008,31813
2984,2984,7789,12594,17399,22204,27009,31814
2985,2985,7790,12595,17400,22205,27010,31815
2986,2986,7791,12596,17401,22206,27011,31816
2987,2987,7792,12597,17402,22207,27012,31817
2988,2988,7793,12598,17403,22208,27013,31818
2989,2989,7794,12599,17404,22209,27014,31819
2990,2990,7795,12600,17405,22210,27015,31820
2991,2991,7796,12601,17406,22211,27016,31821
2992,2992,7797,12602,17407,22212,27017,31822
2993,2993,7798,12603,17408,22213,27018,31823
2994,2994,7799,12604,17409,22214,27019,31824
2995,2995,7800,12605,17410,22215,27020,31825
2996,2996,7801,12606,17411,22216,27021,31826
2997,2997,7802,12607,17412,22217,27022,31827
2998,2998,7803,12608,17413,22218,27023,31828
2999,2999,7804,12609,17414,22219,27024,31829
3000,3000,7805,12610,17415,22220,27025,31830
3001,3001,7806,12611,17416,22221,27026,31831
3002,3002,7807,12612,17417,22222,27027,31832
3003,3003,7808,12613,17418,22223,27028,31833
3004,3004,7809,12614,17419,22224,27029,31834
3005,3005,7810,12615,17420,22225,27030,31835
3006,3006,7811,12616,17421,22226,27031,31836
3007,3007,7812,12617,17422,22227,27032,31837
3008,3008,7813,12618,17423,22228,27033,31838
3009,3009,7814,12619,17424,22229,27034,31839
3010,3010,7815,12620,17425,22230,27035,31840
3011,3011,7816,12621,17426,22231,27036,31841
3012,3012,7817,12622,17427,22232,27037,31842
3013,3013,7818,12623,17428,22233,27038,31843
3014,3014,7819,12624,17429,22234,27039,31844
3015,3015,7820,12625,17430,22235,27040,31845
3016,3016,7821,12626,17431,22236,27041,31846
3017,3017,7822,12627,17432,22237,27042,31847
3018,3018,7823,12628,17433,22238,27043,31848
3019,3019,7824,12629,17434,22239,27044,31849
3020,3020,7825,12630,17435,22240,27045,31850
3021,3021,7826,12631,17436,22241,27046,31851
3022,3022,7827,12632,17437,22242,27047,31852
3023,3023,7828,12633,17438,22243,27048,31853
3024,3024,7829,12634,17439,22244,27049,31854
3025,3025,7830,12635,17440,22245,27050,31855
3026,3026,7831,12636,17441,22246,27051,31856
3027,3027,7832,12637,17442,22247,27052,31857
3028,3028,7833,12638,17443,22248,27053,31858
3029,3029,7834,12639,17444,22249,27054,31859
3030,3030,7835,12640,17445,22250,27055,31860
3031,3031,7836,12641,17446,22251,27056,31861
3032,3032,7837,12642,17447,22252,27057,31862
3033,3033,7838,12643,17448,22253,27058,31863
3034,3034,7839,12644,17449,22254,27059,31864
3035,3035,7840,12645,17450,22255,27060,31865
3036,3036,7841,12646,17451,22256,27061,31866
3037,3037,7842,12647,17452,22257,27062,31867
3038,3038,7843,12648,17453,22258,27063,31868
3039,3039,7844,12649,17454,22259,27064,31869
3040,3040,7845,12650,17455,22260,27065,31870
3041,3041,7846,12651,17456,22261,27066,31871
3042,3042,7847,12652,17457,22262,27067,31872
3043,3043,7848,12653,17458,22263,27068,31873
3044,3044,7849,12654,17459,22264,27069,31874
3045,3045,7850,12655,17460,22265,27070,31875
3046,3046,7851,12656,17461,22266,27071,31876
3047,3047,7852,12657,17462,22267,27072,31877
3048,3048,7853,12658,17463,22268,27073,31878
3049,3049,7854,12659,17464,22269,27074,31879
3050,3050,7855,12660,17465,22270,27075,31880
3051,3051,7856,12661,17466,22271,27076,31881
3052,3052,7857,12662,17467,22272,27077,31882
3053,3053,7858,12663,17468,22273,27078,31883
3054,3054,7859,12664,17469,22274,27079,31884
3055,3055,7860,12665,17470,22275,27080,31885
3056,3056,7861,12666,17471,22276,27081,31886
3057,3057,7862,12667,17472,22277,27082,31887
3058,3058,7863,12668,17473,22278,27083,31888
3059,3059,7864,12669,17474,22279,27084,31889
3060,3060,7865,12670,17475,22280,27085,31890
3061,3061,7866,12671,17476,22281,27086,31891
3062,3062,7867,12672,17477,22282,27087,31892
3063,3063,7868,12673,17478,22283,27088,31893
3064,3064,7869,12674,17479,22284,27089,31894
3065,3065,7870,12675,17480,22285,27090,31895
3066,3066,7871,12676,17481,22286,27091,31896
3067,3067,7872,12677,17482,22287,27092,31897
3068,3068,7873,12678,17483,22288,27093,31898
3069,3069,7874,12679,17484,22289,27094,31899
3070,3070,7875,12680,17485,22290,27095,31900
3071,3071,7876,12681,17486,22291,27096,31901
3072,3072,7877,12682,17487,22292,27097,31902
3073,3073,7878,12683,17488,22293,27098,31903
3074,3074,7879,12684,17489,22294,27099,31904
3075,3075,7880,12685,17490,22295,27100,31905
3076,3076,7881,12686,17491,22296,27101,31906
3077,3077,7882,12687,17492,22297,27102,31907
3078,3078,7883,12688,17493,22298,27103,31908
3079,3079,7884,12689,17494,22299,27104,31909
3080,3080,7885,12690,17495,22300,27105,31910
3081,3081,7886,12691,17496,22301,27106,31911
3082,3082,7887,12692,17497,22302,27107,31912
3083,3083,7888,12693,17498,22303,27108,31913
3084,3084,7889,12694,17499,22304,27109,31914
3085,3085,7890,12695,17500,22305,27110,31915
3086,3086,7891,12696,17501,22306,27111,31916
3087,3087,7892,12697,17502,22307,27112,31917
3088,3088,7893,12698,17503,22308,27113,31918
3089,3089,7894,12699,17504,22309,27114,31919
3090,3090,7895,12700,17505,22310,27115,31920
3091,3091,7896,12701,17506,22311,27116,31921
3092,3092,7897,12702,17507,22312,27117,31922
3093,3093,7898,12703,17508,22313,27118,31923
3094,3094,7899,12704,17509,22314,27119,31924
3095,3095,7900,12705,17510,22315,27120,31925
3096,3096,7901,12706,17511,22316,27121,31926
3097,3097,7902,12707,17512,22317,27122,31927
3098,3098,7903,12708,17513,22318,27123,31928
3099,3099,7904,12709,17514,22319,27124,31929
3100,3100,7905,12710,17515,22320,27125,31930
3101,3101,7906,12711,17516,22321,27126,31931
3102,3102,7907,12712,17517,22322,27127,31932
3103,3103,7908,12713,17518,22323,27128,31933
3104,3104,7909,12714,17519,22324,27129,31934
3105,3105,7910,12715,17520,22325,27130,31935
3106,3106,7911,12716,17521,22326,27131,31936
3107,3107,7912,12717,17522,22327,27132,31937
3108,3108,7913,12718,17523,22328,27133,31938
3109,3109,7914,12719,17524,22329,27134,31939
3110,3110,7915,12720,17525,22330,27135,31940
3111,3111,7916,12721,17526,22331,27136,31941
3112,3112,7917,12722,17527,22332,27137,31942
3113,3113,7918,12723,17528,22333,27138,31943
3114,3114,7919,12724,17529,22334,27139,31944
3115,3115,7920,12725,17530,22335,27140,31945
3116,3116,7921,12726,17531,22336,27141,31946
3117,3117,7922,12727,17532,22337,27142,31947
3118,3118,7923,12728,17533,22338,27143,31948
3119,3119,7924,12729,17534,22339,27144,31949
3120,3120,7925,12730,17535,22340,27145,31950
3121,3121,7926,12731,17536,22341,27146,31951
3122,3122,7927,12732,17537,22342,27147,31952
3123,3123,7928,12733,17538,22343,27148,31953
3124,3124,7929,12734,17539,22344,27149,31954
3125,3125,7930,12735,17540,22345,27150,31955
3126,3126,7931,12736,17541,22346,27151,31956
3127,3127,7932,12737,17542,22347,27152,31957
3128,3128,7933,12738,17543,22348,27153,31958
3129,3129,7934,12739,17544,22349,27154,31959
3130,3130,7935,12740,17545,22350,27155,31960
3131,3131,7936,12741,17546,22351,27156,31961
3132,3132,7937,12742,17547,22352,27157,31962
3133,3133,7938,12743,17548,22353,27158,31963
3134,3134,7939,12744,17549,22354,27159,31964
3135,3135,7940,12745,17550,22355,27160,31965
3136,3136,7941,12746,17551,22356,27161,31966
